当前股票 603733 股票名字 仙鹤股份 评级为: A- .............. i =1 , i的余数为 1
当前股票 600208 股票名字 新湖中宝 评级为: A  .............. i =718 , i的余数为 0
当前股票 002487 股票名字 大金重工 评级为: C  .............. i =719 , i的余数为 1
当前股票 002317 股票名字 众生药业 评级为: B+ .............. i =720 , i的余数为 0
当前股票 300260 股票名字 新莱应材 评级为: B- .............. i =721 , i的余数为 1
当前股票 300026 股票名字 红日药业 评级为: B  .............. i =722 , i的余数为 0
当前股票 300419 股票名字 浩丰科技 评级为: B  .............. i =723 , i的余数为 1
当前股票 600425 股票名字 *ST青松 评级为: B+ .............. i =724 , i的余数为 0
当前股票 601988 股票名字 中国银行 评级为: B+ .............. i =725 , i的余数为 1
当前股票 000002 股票名字 万科Ａ 评级为: A+ .............. i =726 , i的余数为 0
当前股票 600039 股票名字 四川路桥 评级为: B  .............. i =727 , i的余数为 1
当前股票 601106 股票名字 *ST一重 评级为: D- .............. i =728 , i的余数为 0
当前股票 002438 股票名字 江苏神通 评级为: A  .............. i =729 , i的余数为 1
当前股票 300376 股票名字 易事特 评级为: D- .............. i =730 , i的余数为 0
当前股票 603056 股票名字 德邦股份 评级为: A- .............. i =731 , i的余数为 1
当前股票 600077 股票名字 宋都股份 评级为: C+ .............. i =732 , i的余数为 0
当前股票 600785 股票名字 新华百货 评级为: A  .............. i =733 , i的余数为 1
当前股票 002615 股票名字 哈尔斯 评级为: B- .............. i =734 , i的余数为 0
当前股票 600048 股票名字 保利地产 评级为: A  .............. i =735 , i的余数为 1
当前股票 002132 股票名字 恒星科技 评级为: B  .............. i =736 , i的余数为 0
当前股票 000408 股票名字 藏格控股 评级为: B  .............. i =737 , i的余数为 1
当前股票 601998 股票名字 中信银行 评级为: B  .............. i =738 , i的余数为 0
当前股票 000568 股票名字 泸州老窖 评级为: A+ .............. i =739 , i的余数为 1
当前股票 300383 股票名字 光环新网 评级为: A+ .............. i =740 , i的余数为 0
当前股票 002591 股票名字 恒大高新 评级为: C- .............. i =741 , i的余数为 1
当前股票 002140 股票名字 东华科技 评级为: C- .............. i =742 , i的余数为 0
当前股票 600105 股票名字 永鼎股份 评级为: B- .............. i =743 , i的余数为 1
当前股票 600019 股票名字 宝钢股份 评级为: A+ .............. i =744 , i的余数为 0
当前股票 000333 股票名字 美的集团 评级为: A+ .............. i =745 , i的余数为 1
当前股票 002387 股票名字 黑牛食品 评级为: C- .............. i =746 , i的余数为 0
当前股票 000502 股票名字 绿景控股 评级为: C- .............. i =747 , i的余数为 1
当前股票 000150 股票名字 宜华健康 评级为: B- .............. i =748 , i的余数为 0
当前股票 300020 股票名字 银江股份 评级为: B  .............. i =749 , i的余数为 1
当前股票 601088 股票名字 中国神华 评级为: A+ .............. i =750 , i的余数为 0
当前股票 600438 股票名字 通威股份 评级为: A  .............. i =751 , i的余数为 1
当前股票 601566 股票名字 九牧王 评级为: B+ .............. i =752 , i的余数为 0
当前股票 002637 股票名字 赞宇科技 评级为: A  .............. i =753 , i的余数为 1
当前股票 603158 股票名字 腾龙股份 评级为: B+ .............. i =754 , i的余数为 0
当前股票 300069 股票名字 金利华电 评级为: B  .............. i =755 , i的余数为 1
当前股票 300516 股票名字 久之洋 评级为: B  .............. i =756 , i的余数为 0
当前股票 600660 股票名字 福耀玻璃 评级为: A+ .............. i =757 , i的余数为 1
当前股票 600726 股票名字 华电能源 评级为: D  .............. i =758 , i的余数为 0
当前股票 603233 股票名字 大参林 评级为: A  .............. i =759 , i的余数为 1
当前股票 603043 股票名字 广州酒家 评级为: B  .............. i =760 , i的余数为 0
当前股票 000633 股票名字 合金投资 评级为: C- .............. i =761 , i的余数为 1
当前股票 002086 股票名字 东方海洋 评级为: A  .............. i =762 , i的余数为 0
当前股票 600664 股票名字 哈药股份 评级为: B+ .............. i =763 , i的余数为 1
当前股票 000017 股票名字 深中华A 评级为: B  .............. i =764 , i的余数为 0
当前股票 002773 股票名字 康弘药业 评级为: A+ .............. i =765 , i的余数为 1
当前股票 000756 股票名字 新华制药 评级为: A  .............. i =766 , i的余数为 0
当前股票 002460 股票名字 赣锋锂业 评级为: A+ .............. i =767 , i的余数为 1
当前股票 603606 股票名字 东方电缆 评级为: A  .............. i =768 , i的余数为 0
当前股票 603338 股票名字 浙江鼎力 评级为: A+ .............. i =769 , i的余数为 1
当前股票 000595 股票名字 *ST宝实 评级为: C+ .............. i =770 , i的余数为 0
当前股票 002008 股票名字 大族激光 评级为: A+ .............. i =771 , i的余数为 1
当前股票 000597 股票名字 东北制药 评级为: B- .............. i =772 , i的余数为 0
当前股票 603996 股票名字 中新科技 评级为: A  .............. i =773 , i的余数为 1
当前股票 603658 股票名字 安图生物 评级为: A+ .............. i =774 , i的余数为 0
当前股票 002633 股票名字 申科股份 评级为: D+ .............. i =775 , i的余数为 1
当前股票 300137 股票名字 先河环保 评级为: B- .............. i =776 , i的余数为 0
当前股票 600188 股票名字 兖州煤业 评级为: A+ .............. i =777 , i的余数为 1
当前股票 300143 股票名字 星普医科 评级为: B+ .............. i =778 , i的余数为 0
当前股票 002142 股票名字 宁波银行 评级为: A  .............. i =779 , i的余数为 1
当前股票 000851 股票名字 高鸿股份 评级为: B- .............. i =780 , i的余数为 0
当前股票 600811 股票名字 东方集团 评级为: B+ .............. i =781 , i的余数为 1
当前股票 002751 股票名字 易尚展示 评级为: A  .............. i =782 , i的余数为 0
当前股票 600817 股票名字 *ST宏盛 评级为: D+ .............. i =783 , i的余数为 1
当前股票 002253 股票名字 川大智胜 评级为: B  .............. i =784 , i的余数为 0
当前股票 600868 股票名字 梅雁吉祥 评级为: B- .............. i =785 , i的余数为 1
当前股票 300556 股票名字 丝路视觉 评级为: A- .............. i =786 , i的余数为 0
当前股票 300176 股票名字 鸿特精密 评级为: A+ .............. i =787 , i的余数为 1
当前股票 002417 股票名字 深南股份 评级为: C- .............. i =788 , i的余数为 0
当前股票 601588 股票名字 北辰实业 评级为: B  .............. i =789 , i的余数为 1
当前股票 002706 股票名字 良信电器 评级为: A  .............. i =790 , i的余数为 0
当前股票 603589 股票名字 口子窖 评级为: A+ .............. i =791 , i的余数为 1
当前股票 600687 股票名字 刚泰控股 评级为: B  .............. i =792 , i的余数为 0
当前股票 300619 股票名字 金银河 评级为: A  .............. i =793 , i的余数为 1
当前股票 601328 股票名字 交通银行 评级为: B+ .............. i =794 , i的余数为 0
当前股票 600319 股票名字 亚星化学 评级为: B+ .............. i =795 , i的余数为 1
当前股票 601818 股票名字 光大银行 评级为: B  .............. i =796 , i的余数为 0
当前股票 600300 股票名字 维维股份 评级为: C  .............. i =797 , i的余数为 1
当前股票 603333 股票名字 明星电缆 评级为: B- .............. i =798 , i的余数为 0
当前股票 000938 股票名字 紫光股份 评级为: A  .............. i =799 , i的余数为 1
当前股票 600483 股票名字 福能股份 评级为: B  .............. i =800 , i的余数为 0
当前股票 601318 股票名字 中国平安 评级为: A+ .............. i =801 , i的余数为 1
当前股票 002338 股票名字 奥普光电 评级为: B- .............. i =802 , i的余数为 0
当前股票 600622 股票名字 光大嘉宝 评级为: A+ .............. i =803 , i的余数为 1
当前股票 600787 股票名字 中储股份 评级为: A- .............. i =804 , i的余数为 0
当前股票 000066 股票名字 中国长城 评级为: B- .............. i =805 , i的余数为 1
当前股票 600893 股票名字 航发动力 评级为: A- .............. i =806 , i的余数为 0
当前股票 002164 股票名字 宁波东力 评级为: B- .............. i =807 , i的余数为 1
当前股票 000837 股票名字 秦川机床 评级为: B  .............. i =808 , i的余数为 0
当前股票 603029 股票名字 天鹅股份 评级为: B+ .............. i =809 , i的余数为 1
当前股票 601939 股票名字 建设银行 评级为: A  .............. i =810 , i的余数为 0
当前股票 000707 股票名字 双环科技 评级为: C  .............. i =811 , i的余数为 1
当前股票 600167 股票名字 联美控股 评级为: A  .............. i =812 , i的余数为 0
当前股票 600227 股票名字 赤天化 评级为: C- .............. i =813 , i的余数为 1
当前股票 300369 股票名字 绿盟科技 评级为: C- .............. i =814 , i的余数为 0
当前股票 300382 股票名字 斯莱克 评级为: B  .............. i =815 , i的余数为 1
当前股票 000990 股票名字 诚志股份 评级为: B  .............. i =816 , i的余数为 0
当前股票 600681 股票名字 百川能源 评级为: A  .............. i =817 , i的余数为 1
当前股票 600919 股票名字 江苏银行 评级为: B+ .............. i =818 , i的余数为 0
当前股票 300642 股票名字 透景生命 评级为: A  .............. i =819 , i的余数为 1
当前股票 002560 股票名字 通达股份 评级为: B- .............. i =820 , i的余数为 0
当前股票 002534 股票名字 杭锅股份 评级为: B+ .............. i =821 , i的余数为 1
当前股票 002715 股票名字 登云股份 评级为: A  .............. i =822 , i的余数为 0
当前股票 000532 股票名字 华金资本 评级为: B- .............. i =823 , i的余数为 1
当前股票 002194 股票名字 武汉凡谷 评级为: D+ .............. i =824 , i的余数为 0
当前股票 300362 股票名字 天翔环境 评级为: B- .............. i =825 , i的余数为 1
当前股票 600496 股票名字 精工钢构 评级为: C+ .............. i =826 , i的余数为 0
当前股票 002609 股票名字 捷顺科技 评级为: B  .............. i =827 , i的余数为 1
当前股票 002397 股票名字 梦洁股份 评级为: B- .............. i =828 , i的余数为 0
当前股票 002311 股票名字 海大集团 评级为: A  .............. i =829 , i的余数为 1
当前股票 600018 股票名字 上港集团 评级为: A  .............. i =830 , i的余数为 0
当前股票 601886 股票名字 江河集团 评级为: D- .............. i =831 , i的余数为 1
当前股票 000963 股票名字 华东医药 评级为: A+ .............. i =832 , i的余数为 0
当前股票 600289 股票名字 ST信通 评级为: D+ .............. i =833 , i的余数为 1
当前股票 002395 股票名字 双象股份 评级为: C  .............. i =834 , i的余数为 0
当前股票 600976 股票名字 健民集团 评级为: A- .............. i =835 , i的余数为 1
当前股票 000004 股票名字 国农科技 评级为: C  .............. i =836 , i的余数为 0
当前股票 603288 股票名字 海天味业 评级为: A- .............. i =837 , i的余数为 1
当前股票 300400 股票名字 劲拓股份 评级为: A- .............. i =838 , i的余数为 0
当前股票 002042 股票名字 华孚时尚 评级为: A  .............. i =839 , i的余数为 1
当前股票 300604 股票名字 长川科技 评级为: B+ .............. i =840 , i的余数为 0
当前股票 002151 股票名字 北斗星通 评级为: B  .............. i =841 , i的余数为 1
当前股票 600809 股票名字 山西汾酒 评级为: A+ .............. i =842 , i的余数为 0
当前股票 002511 股票名字 中顺洁柔 评级为: A  .............. i =843 , i的余数为 1
当前股票 002092 股票名字 中泰化学 评级为: A  .............. i =844 , i的余数为 0
当前股票 000967 股票名字 盈峰环境 评级为: B  .............. i =845 , i的余数为 1
当前股票 002838 股票名字 道恩股份 评级为: A- .............. i =846 , i的余数为 0
当前股票 600083 股票名字 博信股份 评级为: B- .............. i =847 , i的余数为 1
当前股票 000043 股票名字 中航地产 评级为: A- .............. i =848 , i的余数为 0
当前股票 002044 股票名字 美年健康 评级为: A+ .............. i =849 , i的余数为 1
当前股票 300518 股票名字 盛讯达 评级为: B  .............. i =850 , i的余数为 0
当前股票 002572 股票名字 索菲亚 评级为: A+ .............. i =851 , i的余数为 1
当前股票 600062 股票名字 华润双鹤 评级为: A+ .............. i =852 , i的余数为 0
当前股票 002207 股票名字 *ST准油 评级为: C+ .............. i =853 , i的余数为 1
当前股票 300109 股票名字 新开源 评级为: A  .............. i =854 , i的余数为 0
当前股票 600218 股票名字 全柴动力 评级为: C+ .............. i =855 , i的余数为 1
当前股票 000409 股票名字 山东地矿 评级为: D  .............. i =856 , i的余数为 0
当前股票 600819 股票名字 耀皮玻璃 评级为: B- .............. i =857 , i的余数为 1
当前股票 000158 股票名字 常山北明 评级为: B  .............. i =858 , i的余数为 0
当前股票 603528 股票名字 多伦科技 评级为: D- .............. i =859 , i的余数为 1
当前股票 002176 股票名字 江特电机 评级为: A- .............. i =860 , i的余数为 0
当前股票 002498 股票名字 汉缆股份 评级为: C+ .............. i =861 , i的余数为 1
当前股票 000902 股票名字 新洋丰 评级为: A- .............. i =862 , i的余数为 0
当前股票 000979 股票名字 中弘股份 评级为: C+ .............. i =863 , i的余数为 1
当前股票 002100 股票名字 天康生物 评级为: A  .............. i =864 , i的余数为 0
当前股票 601012 股票名字 隆基股份 评级为: D+ .............. i =865 , i的余数为 1
当前股票 603568 股票名字 伟明环保 评级为: A  .............. i =866 , i的余数为 0
当前股票 000403 股票名字 ST生化 评级为: B+ .............. i =867 , i的余数为 1
当前股票 603035 股票名字 常熟汽饰 评级为: B+ .............. i =868 , i的余数为 0
当前股票 601229 股票名字 上海银行 评级为: A- .............. i =869 , i的余数为 1
当前股票 002485 股票名字 希努尔 评级为: B- .............. i =870 , i的余数为 0
当前股票 002586 股票名字 围海股份 评级为: B+ .............. i =871 , i的余数为 1
当前股票 002825 股票名字 纳尔股份 评级为: B+ .............. i =872 , i的余数为 0
当前股票 002448 股票名字 中原内配 评级为: B+ .............. i =873 , i的余数为 1
当前股票 600638 股票名字 新黄浦 评级为: A- .............. i =874 , i的余数为 0
当前股票 603611 股票名字 诺力股份 评级为: B  .............. i =875 , i的余数为 1
当前股票 300192 股票名字 科斯伍德 评级为: B- .............. i =876 , i的余数为 0
当前股票 600420 股票名字 现代制药 评级为: A  .............. i =877 , i的余数为 1
当前股票 603266 股票名字 天龙股份 评级为: B+ .............. i =878 , i的余数为 0
当前股票 600603 股票名字 广汇物流 评级为: B+ .............. i =879 , i的余数为 1
当前股票 000157 股票名字 中联重科 评级为: B  .............. i =880 , i的余数为 0
当前股票 600146 股票名字 商赢环球 评级为: B- .............. i =881 , i的余数为 1
当前股票 603977 股票名字 国泰集团 评级为: A  .............. i =882 , i的余数为 0
当前股票 600246 股票名字 万通地产 评级为: B  .............. i =883 , i的余数为 1
当前股票 002201 股票名字 九鼎新材 评级为: B- .............. i =884 , i的余数为 0
当前股票 002213 股票名字 特尔佳 评级为: B- .............. i =885 , i的余数为 1
当前股票 000619 股票名字 海螺型材 评级为: C+ .............. i =886 , i的余数为 0
当前股票 002732 股票名字 燕塘乳业 评级为: A  .............. i =887 , i的余数为 1
当前股票 603730 股票名字 XD岱美股 评级为: A- .............. i =888 , i的余数为 0
当前股票 601989 股票名字 中国重工 评级为: B  .............. i =889 , i的余数为 1
当前股票 601006 股票名字 大秦铁路 评级为: A+ .............. i =890 , i的余数为 0
当前股票 300053 股票名字 欧比特 评级为: B+ .............. i =891 , i的余数为 1
当前股票 000892 股票名字 欢瑞世纪 评级为: D- .............. i =892 , i的余数为 0
当前股票 601952 股票名字 苏垦农发 评级为: A+ .............. i =893 , i的余数为 1
当前股票 002179 股票名字 中航光电 评级为: A+ .............. i =894 , i的余数为 0
当前股票 600693 股票名字 东百集团 评级为: A  .............. i =895 , i的余数为 1
当前股票 000040 股票名字 东旭蓝天 评级为: D- .............. i =896 , i的余数为 0
当前股票 600977 股票名字 中国电影 评级为: D- .............. i =897 , i的余数为 1
当前股票 600518 股票名字 康美药业 评级为: A  .............. i =898 , i的余数为 0
当前股票 002829 股票名字 星网宇达 评级为: B  .............. i =899 , i的余数为 1
当前股票 002678 股票名字 珠江钢琴 评级为: A  .............. i =900 , i的余数为 0
当前股票 600229 股票名字 城市传媒 评级为: B  .............. i =901 , i的余数为 1
当前股票 002555 股票名字 三七互娱 评级为: B+ .............. i =902 , i的余数为 0
当前股票 600163 股票名字 中闽能源 评级为: B  .............. i =903 , i的余数为 1
当前股票 600525 股票名字 长园集团 评级为: A  .............. i =904 , i的余数为 0
当前股票 000088 股票名字 盐田港 评级为: B  .............. i =905 , i的余数为 1
当前股票 600150 股票名字 中国船舶 评级为: C- .............. i =906 , i的余数为 0
当前股票 300517 股票名字 海波重科 评级为: B+ .............. i =907 , i的余数为 1
当前股票 600702 股票名字 舍得酒业 评级为: A+ .............. i =908 , i的余数为 0
当前股票 002504 股票名字 *ST弘高 评级为: D- .............. i =909 , i的余数为 1
当前股票 002236 股票名字 大华股份 评级为: A+ .............. i =910 , i的余数为 0
当前股票 002215 股票名字 诺普信 评级为: B- .............. i =911 , i的余数为 1
当前股票 000691 股票名字 亚太实业 评级为: C  .............. i =912 , i的余数为 0
当前股票 600195 股票名字 中牧股份 评级为: A+ .............. i =913 , i的余数为 1
当前股票 300483 股票名字 沃施股份 评级为: B  .............. i =914 , i的余数为 0
当前股票 300180 股票名字 华峰超纤 评级为: A  .............. i =915 , i的余数为 1
当前股票 002709 股票名字 天赐材料 评级为: A+ .............. i =916 , i的余数为 0
当前股票 600559 股票名字 老白干酒 评级为: A  .............. i =917 , i的余数为 1
当前股票 300345 股票名字 红宇新材 评级为: D+ .............. i =918 , i的余数为 0
当前股票 603728 股票名字 鸣志电器 评级为: A  .............. i =919 , i的余数为 1
当前股票 601882 股票名字 海天精工 评级为: B  .............. i =920 , i的余数为 0
当前股票 002046 股票名字 轴研科技 评级为: C- .............. i =921 , i的余数为 1
当前股票 600118 股票名字 中国卫星 评级为: B+ .............. i =922 , i的余数为 0
当前股票 601579 股票名字 会稽山 评级为: B+ .............. i =923 , i的余数为 1
当前股票 002798 股票名字 帝王洁具 评级为: A+ .............. i =924 , i的余数为 0
当前股票 300108 股票名字 吉药控股 评级为: B  .............. i =925 , i的余数为 1
当前股票 000045 股票名字 深纺织Ａ 评级为: B  .............. i =926 , i的余数为 0
当前股票 600549 股票名字 厦门钨业 评级为: B+ .............. i =927 , i的余数为 1
当前股票 300270 股票名字 中威电子 评级为: B  .............. i =928 , i的余数为 0
当前股票 300476 股票名字 胜宏科技 评级为: A  .............. i =929 , i的余数为 1
当前股票 000727 股票名字 华东科技 评级为: C+ .............. i =930 , i的余数为 0
当前股票 002537 股票名字 海联金汇 评级为: B+ .............. i =931 , i的余数为 1
当前股票 000759 股票名字 中百集团 评级为: C+ .............. i =932 , i的余数为 0
当前股票 603877 股票名字 太平鸟 评级为: A+ .............. i =933 , i的余数为 1
当前股票 300353 股票名字 东土科技 评级为: B- .............. i =934 , i的余数为 0
当前股票 002421 股票名字 达实智能 评级为: B  .............. i =935 , i的余数为 1
当前股票 002687 股票名字 乔治白 评级为: B  .............. i =936 , i的余数为 0
当前股票 600566 股票名字 济川药业 评级为: A+ .............. i =937 , i的余数为 1
当前股票 603017 股票名字 中衡设计 评级为: B+ .............. i =938 , i的余数为 0
当前股票 600325 股票名字 华发股份 评级为: A  .............. i =939 , i的余数为 1
当前股票 002133 股票名字 广宇集团 评级为: C+ .............. i =940 , i的余数为 0
当前股票 002247 股票名字 帝龙文化 评级为: D- .............. i =941 , i的余数为 1
当前股票 600889 股票名字 南京化纤 评级为: C- .............. i =942 , i的余数为 0
当前股票 603018 股票名字 中设集团 评级为: A  .............. i =943 , i的余数为 1
当前股票 000520 股票名字 长航凤凰 评级为: B  .............. i =944 , i的余数为 0
当前股票 002279 股票名字 久其软件 评级为: A  .............. i =945 , i的余数为 1
当前股票 002130 股票名字 沃尔核材 评级为: B  .............. i =946 , i的余数为 0
当前股票 601117 股票名字 中国化学 评级为: B+ .............. i =947 , i的余数为 1
当前股票 300174 股票名字 元力股份 评级为: A  .............. i =948 , i的余数为 0
当前股票 002083 股票名字 孚日股份 评级为: A- .............. i =949 , i的余数为 1
当前股票 603909 股票名字 合诚股份 评级为: B+ .............. i =950 , i的余数为 0
当前股票 600177 股票名字 雅戈尔 评级为: A  .............. i =951 , i的余数为 1
当前股票 603699 股票名字 纽威股份 评级为: A  .............. i =952 , i的余数为 0
当前股票 000601 股票名字 韶能股份 评级为: B  .............. i =953 , i的余数为 1
当前股票 603556 股票名字 海兴电力 评级为: A+ .............. i =954 , i的余数为 0
当前股票 600258 股票名字 首旅酒店 评级为: A+ .............. i =955 , i的余数为 1
当前股票 600136 股票名字 当代明诚 评级为: D  .............. i =956 , i的余数为 0
当前股票 000068 股票名字 华控赛格 评级为: C  .............. i =957 , i的余数为 1
当前股票 000810 股票名字 创维数字 评级为: B- .............. i =958 , i的余数为 0
当前股票 603889 股票名字 新澳股份 评级为: A  .............. i =959 , i的余数为 1
当前股票 600382 股票名字 广东明珠 评级为: B+ .............. i =960 , i的余数为 0
当前股票 002840 股票名字 华统股份 评级为: A  .............. i =961 , i的余数为 1
当前股票 000014 股票名字 沙河股份 评级为: C+ .............. i =962 , i的余数为 0
当前股票 002032 股票名字 苏泊尔 评级为: A+ .............. i =963 , i的余数为 1
当前股票 000550 股票名字 江铃汽车 评级为: B+ .............. i =964 , i的余数为 0
当前股票 300014 股票名字 亿纬锂能 评级为: A- .............. i =965 , i的余数为 1
当前股票 000418 股票名字 小天鹅Ａ 评级为: A+ .............. i =966 , i的余数为 0
当前股票 600007 股票名字 中国国贸 评级为: A  .............. i =967 , i的余数为 1
当前股票 002014 股票名字 永新股份 评级为: A  .............. i =968 , i的余数为 0
当前股票 601858 股票名字 中国科传 评级为: B  .............. i =969 , i的余数为 1
当前股票 000510 股票名字 金路集团 评级为: B+ .............. i =970 , i的余数为 0
当前股票 601519 股票名字 *ST智慧 评级为: C  .............. i =971 , i的余数为 1
当前股票 600576 股票名字 祥源文化 评级为: C+ .............. i =972 , i的余数为 0
当前股票 002235 股票名字 安妮股份 评级为: C  .............. i =973 , i的余数为 1
当前股票 300287 股票名字 飞利信 评级为: B+ .............. i =974 , i的余数为 0
当前股票 600697 股票名字 欧亚集团 评级为: B+ .............. i =975 , i的余数为 1
当前股票 300111 股票名字 向日葵 评级为: D- .............. i =976 , i的余数为 0
当前股票 603299 股票名字 井神股份 评级为: B  .............. i =977 , i的余数为 1
当前股票 600037 股票名字 歌华有线 评级为: B+ .............. i =978 , i的余数为 0
当前股票 300068 股票名字 南都电源 评级为: D- .............. i =979 , i的余数为 1
当前股票 603001 股票名字 奥康国际 评级为: B+ .............. i =980 , i的余数为 0
当前股票 300352 股票名字 北信源 评级为: B- .............. i =981 , i的余数为 1
当前股票 000528 股票名字 柳工 评级为: B+ .............. i =982 , i的余数为 0
当前股票 002377 股票名字 国创高新 评级为: B- .............. i =983 , i的余数为 1
当前股票 002700 股票名字 新疆浩源 评级为: B  .............. i =984 , i的余数为 0
当前股票 300160 股票名字 秀强股份 评级为: B  .............. i =985 , i的余数为 1
当前股票 600754 股票名字 锦江股份 评级为: A+ .............. i =986 , i的余数为 0
当前股票 601866 股票名字 中远海发 评级为: B  .............. i =987 , i的余数为 1
当前股票 600550 股票名字 保变电气 评级为: B- .............. i =988 , i的余数为 0
当前股票 002916 股票名字 深南电路 评级为: A  .............. i =989 , i的余数为 1
当前股票 300342 股票名字 天银机电 评级为: B+ .............. i =990 , i的余数为 0
当前股票 603919 股票名字 金徽酒 评级为: A  .............. i =991 , i的余数为 1
当前股票 300480 股票名字 光力科技 评级为: B+ .............. i =992 , i的余数为 0
当前股票 600129 股票名字 太极集团 评级为: B+ .............. i =993 , i的余数为 1
当前股票 002538 股票名字 司尔特 评级为: B  .............. i =994 , i的余数为 0
当前股票 600028 股票名字 中国石化 评级为: A  .............. i =995 , i的余数为 1
当前股票 002139 股票名字 拓邦股份 评级为: A  .............. i =996 , i的余数为 0
当前股票 601515 股票名字 东风股份 评级为: B+ .............. i =997 , i的余数为 1
当前股票 002652 股票名字 扬子新材 评级为: B  .............. i =998 , i的余数为 0
当前股票 002254 股票名字 泰和新材 评级为: B  .............. i =999 , i的余数为 1
当前股票 600317 股票名字 营口港 评级为: B  .............. i =1000 , i的余数为 0
当前股票 002234 股票名字 民和股份 评级为: C- .............. i =1001 , i的余数为 1
当前股票 600310 股票名字 桂东电力 评级为: B+ .............. i =1002 , i的余数为 0
当前股票 600818 股票名字 中路股份 评级为: B- .............. i =1003 , i的余数为 1
当前股票 300261 股票名字 雅本化学 评级为: B  .............. i =1004 , i的余数为 0
当前股票 600362 股票名字 江西铜业 评级为: A  .............. i =1005 , i的余数为 1
当前股票 000628 股票名字 高新发展 评级为: C- .............. i =1006 , i的余数为 0
当前股票 300002 股票名字 神州泰岳 评级为: C- .............. i =1007 , i的余数为 1
当前股票 000598 股票名字 兴蓉环境 评级为: B+ .............. i =1008 , i的余数为 0
当前股票 600375 股票名字 华菱星马 评级为: B- .............. i =1009 , i的余数为 1
当前股票 000001 股票名字 平安银行 评级为: A  .............. i =1010 , i的余数为 0
当前股票 600667 股票名字 太极实业 评级为: B+ .............. i =1011 , i的余数为 1
当前股票 600512 股票名字 腾达建设 评级为: B+ .............. i =1012 , i的余数为 0
当前股票 000858 股票名字 五粮液 评级为: A+ .............. i =1013 , i的余数为 1
当前股票 603507 股票名字 振江股份 评级为: D- .............. i =1014 , i的余数为 0
当前股票 002156 股票名字 通富微电 评级为: A- .............. i =1015 , i的余数为 1
当前股票 601288 股票名字 农业银行 评级为: B+ .............. i =1016 , i的余数为 0
当前股票 300183 股票名字 东软载波 评级为: B  .............. i =1017 , i的余数为 1
当前股票 002426 股票名字 胜利精密 评级为: B  .............. i =1018 , i的余数为 0
当前股票 300309 股票名字 吉艾科技 评级为: B+ .............. i =1019 , i的余数为 1
当前股票 601099 股票名字 太平洋 评级为: C  .............. i =1020 , i的余数为 0
当前股票 002608 股票名字 江苏国信 评级为: A- .............. i =1021 , i的余数为 1
当前股票 002849 股票名字 威星智能 评级为: B+ .............. i =1022 , i的余数为 0
当前股票 300138 股票名字 晨光生物 评级为: B  .............. i =1023 , i的余数为 1
当前股票 002466 股票名字 天齐锂业 评级为: A+ .............. i =1024 , i的余数为 0
当前股票 601929 股票名字 吉视传媒 评级为: B- .............. i =1025 , i的余数为 1
当前股票 603515 股票名字 欧普照明 评级为: A+ .............. i =1026 , i的余数为 0
当前股票 300666 股票名字 江丰电子 评级为: A- .............. i =1027 , i的余数为 1
当前股票 002523 股票名字 天桥起重 评级为: D- .............. i =1028 , i的余数为 0
当前股票 002521 股票名字 齐峰新材 评级为: A- .............. i =1029 , i的余数为 1
当前股票 002479 股票名字 富春环保 评级为: B- .............. i =1030 , i的余数为 0
当前股票 000559 股票名字 万向钱潮 评级为: B+ .............. i =1031 , i的余数为 1
当前股票 000809 股票名字 *ST新城 评级为: B+ .............. i =1032 , i的余数为 0
当前股票 002391 股票名字 长青股份 评级为: A  .............. i =1033 , i的余数为 1
当前股票 002370 股票名字 亚太药业 评级为: A+ .............. i =1034 , i的余数为 0
当前股票 002508 股票名字 老板电器 评级为: A+ .............. i =1035 , i的余数为 1
当前股票 603717 股票名字 天域生态 评级为: A  .............. i =1036 , i的余数为 0
当前股票 600004 股票名字 白云机场 评级为: A  .............. i =1037 , i的余数为 1
当前股票 600143 股票名字 金发科技 评级为: B+ .............. i =1038 , i的余数为 0
当前股票 000056 股票名字 皇庭国际 评级为: B  .............. i =1039 , i的余数为 1
当前股票 601997 股票名字 贵阳银行 评级为: A  .............. i =1040 , i的余数为 0
当前股票 000417 股票名字 合肥百货 评级为: B- .............. i =1041 , i的余数为 1
当前股票 002876 股票名字 三利谱 评级为: A  .............. i =1042 , i的余数为 0
当前股票 600467 股票名字 好当家 评级为: B- .............. i =1043 , i的余数为 1
当前股票 603030 股票名字 全筑股份 评级为: D- .............. i =1044 , i的余数为 0
当前股票 600071 股票名字 凤凰光学 评级为: B- .............. i =1045 , i的余数为 1
当前股票 000911 股票名字 南宁糖业 评级为: D- .............. i =1046 , i的余数为 0
当前股票 000046 股票名字 泛海控股 评级为: B  .............. i =1047 , i的余数为 1
当前股票 002630 股票名字 华西能源 评级为: B  .............. i =1048 , i的余数为 0
当前股票 600223 股票名字 鲁商置业 评级为: B  .............. i =1049 , i的余数为 1
当前股票 000587 股票名字 金洲慈航 评级为: B- .............. i =1050 , i的余数为 0
当前股票 600629 股票名字 华建集团 评级为: B+ .............. i =1051 , i的余数为 1
当前股票 600363 股票名字 联创光电 评级为: B  .............. i =1052 , i的余数为 0
当前股票 000069 股票名字 华侨城Ａ 评级为: A  .............. i =1053 , i的余数为 1
当前股票 002192 股票名字 融捷股份 评级为: B- .............. i =1054 , i的余数为 0
